#Identifiant_A;Identifiant_R;Libellé_du_site;Adresse;Complément_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Libellé_du_type_d_automate;Nb_automtate_par_type;Type_de_distributeur_DAB;geoloc
12926A;689430;MULHOUSE COTEAUX BP;23 R DU DOCTEUR ALPHONSE KIENZLER;;;68200;MULHOUSE;68224;FRANCE;CHANGEUR MONNAIE;1;;47.737332,7.299834
12927A;689440;COLMAR PASTEUR BP;21 AVENUE DE L EUROPE;;;68000;COLMAR;68066;FRANCE;LISA 2;1;;48.078633,7.331231
12932A;690060;AMPLEPUIS BP;PLACE DE L HOTEL DE VILLE;;;69550;AMPLEPUIS;69006;FRANCE;CPT BILLET;1;;45.972623,4.331458
12935A;690100;L ARBRESLE;PLACE DE LA REPUBLIQUE;;;69210;L ARBRESLE;69010;FRANCE;CPT BILLET;1;;45.836317,4.615881
12935A;690100;L ARBRESLE;PLACE DE LA REPUBLIQUE;;;69210;L ARBRESLE;69010;FRANCE;DAB;1;Externe;45.836317,4.615881
12935A;690100;L ARBRESLE;PLACE DE LA REPUBLIQUE;;;69210;L ARBRESLE;69010;FRANCE;NBC1I NABANCO IER;1;;45.836317,4.615881
12938A;690190;BELLEVILLE;7 RUE DE LA POSTE;;BELLEVILLE;69220;BELLEVILLE EN BEAUJOLAIS;69019;FRANCE;CPT BILLET;1;;46.109326,4.749873
12938A;690190;BELLEVILLE;7 RUE DE LA POSTE;;BELLEVILLE;69220;BELLEVILLE EN BEAUJOLAIS;69019;FRANCE;NBC1I NABANCO IER;1;;46.109326,4.749873
12941A;690240;LE BOIS D OINGT BP;RUE JACQUES CORTAY;;;69620;LE BOIS D OINGT;69024;FRANCE;CPT BILLET;1;;45.92274,4.584562
12941A;690240;LE BOIS D OINGT BP;RUE JACQUES CORTAY;;;69620;LE BOIS D OINGT;69024;FRANCE;LISA 2;1;;45.92274,4.584562
12944A;690280;BRINDAS BP;PLACE DES MARRONNIERS;;;69126;BRINDAS;69028;FRANCE;LISA 2;1;;45.719077,4.69404
12945A;690290;BRON;16 RUE DE VERDUN;;;69500;BRON;69029;FRANCE;LISA 2;2;;45.735207,4.909299
12945A;690290;BRON;16 RUE DE VERDUN;;;69500;BRON;69029;FRANCE;NAB1I NABUCCO IER;1;;45.735207,4.909299
12945A;690290;BRON;16 RUE DE VERDUN;;;69500;BRON;69029;FRANCE;NBC1I NABANCO IER;1;;45.735207,4.909299
12950A;690340;CALUIRE ET CUIRE;28 RUE JEAN MOULIN;;;69300;CALUIRE ET CUIRE;69034;FRANCE;CPT BILLET;1;;45.79788,4.844704
12950A;690340;CALUIRE ET CUIRE;28 RUE JEAN MOULIN;;;69300;CALUIRE ET CUIRE;69034;FRANCE;NBC1I NABANCO IER;1;;45.79788,4.844704
12956A;690420;LYON FOCH BP;16 COURS FRANKLIN ROOSEVELT;;;69006;LYON;69386;FRANCE;DAB;1;Externe;45.768573,4.844638
12957A;690430;CHAPONOST BP;16 RUE JULES CHAUSSE;;;69630;CHAPONOST;69043;FRANCE;CPT BILLET;1;;45.708176,4.743389
12958A;690440;CHARBONNIERES LES BAINS BP;PLACE DE L OISELIERE;;;69260;CHARBONNIERES LES BAINS;69044;FRANCE;DAB;1;Externe;45.782125,4.736613
12958A;690440;CHARBONNIERES LES BAINS BP;PLACE DE L OISELIERE;;;69260;CHARBONNIERES LES BAINS;69044;FRANCE;NBC1I NABANCO IER;1;;45.782125,4.736613
12971A;690610;LYON GABRIEL PERI BP;24 COURS GAMBETTA;;;69007;LYON;69387;FRANCE;CHANGEUR MONNAIE;1;;45.754965,4.843792
12971A;690610;LYON GABRIEL PERI BP;24 COURS GAMBETTA;;;69007;LYON;69387;FRANCE;LISA 2;1;;45.754965,4.843792
12971A;690610;LYON GABRIEL PERI BP;24 COURS GAMBETTA;;;69007;LYON;69387;FRANCE;URNE;1;;45.754965,4.843792
12978A;690690;CRAPONNE BP;17 RUE CENTRALE;;;69290;CRAPONNE;69069;FRANCE;CPT BILLET;1;;45.745788,4.724662
12978A;690690;CRAPONNE BP;17 RUE CENTRALE;;;69290;CRAPONNE;69069;FRANCE;DAB;1;Externe;45.745788,4.724662
12982A;690770;LYON PLACE DE PARIS BP;PLACE DE PARIS;;;69009;LYON;69389;FRANCE;DAB;1;Interne;45.779376,4.804078
12982A;690770;LYON PLACE DE PARIS BP;PLACE DE PARIS;;;69009;LYON;69389;FRANCE;LISA 2;1;;45.779376,4.804078
12988A;690870;FONTAINES ST MARTIN BP;8 PLACE JEAN MOULIN;;;69270;FONTAINES ST MARTIN;69087;FRANCE;URNE;1;;45.844022,4.85499
12991A;690910;GIVORS;1 RUE VICTOR HUGO;;;69700;GIVORS;69091;FRANCE;CHANGEUR MONNAIE;1;;45.58733,4.77109
12991A;690910;GIVORS;1 RUE VICTOR HUGO;;;69700;GIVORS;69091;FRANCE;DAB;1;Externe;45.58733,4.77109
12991A;690910;GIVORS;1 RUE VICTOR HUGO;;;69700;GIVORS;69091;FRANCE;NBC1I NABANCO IER;1;;45.58733,4.77109
12995A;690960;GRIGNY BP;3 PLACE HENRI BARBUSSE;;;69520;GRIGNY;69096;FRANCE;CPT BILLET;1;;45.60852,4.791811
12998A;691000;IRIGNY BP;PLACE DE LA CROIX JAUNE;;;69540;IRIGNY;69100;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.67283,4.821756
12998A;691000;IRIGNY BP;PLACE DE LA CROIX JAUNE;;;69540;IRIGNY;69100;FRANCE;CPT BILLET;1;;45.67283,4.821756
12998A;691000;IRIGNY BP;PLACE DE LA CROIX JAUNE;;;69540;IRIGNY;69100;FRANCE;LISA 2;1;;45.67283,4.821756
13014A;691210;LOZANNE;73 ROUTE DE LYON;;;69380;LOZANNE;69121;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.855057,4.681218
13014A;691210;LOZANNE;73 ROUTE DE LYON;;;69380;LOZANNE;69121;FRANCE;CPT BILLET;1;;45.855057,4.681218
13018A;691270;MARCY L ETOILE BP;794 AVENUE JEAN COLOMB;;;69280;MARCY L ETOILE;69127;FRANCE;URNE;1;;45.782521,4.708054
13027A;691420;LA MULATIERE BP;276 CHEMIN DE FONTANIERES;;;69350;LA MULATIERE;69142;FRANCE;CPT BILLET;1;;45.725139,4.810767
13027A;691420;LA MULATIERE BP;276 CHEMIN DE FONTANIERES;;;69350;LA MULATIERE;69142;FRANCE;URNE;1;;45.725139,4.810767
13028A;691430;NEUVILLE SUR SAONE;5 BIS RUE PIERRE DUGELAY;;;69250;NEUVILLE SUR SAONE;69143;FRANCE;DAB;1;Externe;45.875277,4.840943
13028A;691430;NEUVILLE SUR SAONE;5 BIS RUE PIERRE DUGELAY;;;69250;NEUVILLE SUR SAONE;69143;FRANCE;DAB;1;Interne;45.875277,4.840943
13028A;691430;NEUVILLE SUR SAONE;5 BIS RUE PIERRE DUGELAY;;;69250;NEUVILLE SUR SAONE;69143;FRANCE;LISA 2;2;;45.875277,4.840943
13031A;691490;OULLINS;1 RUE DIDEROT;;;69600;OULLINS;69149;FRANCE;DAB;1;Interne;45.715723,4.809848
13034A;691520;PIERRE BENITE BP;6 RUE VOLTAIRE;;;69310;PIERRE BENITE;69152;FRANCE;CPT BILLET;2;;45.703658,4.822272
13060A;691940;ST DIDIER AU MONT D OR BP;59 AVENUE DE LA REPUBLIQUE;;;69370;ST DIDIER AU MONT D OR;69194;FRANCE;CPT BILLET;1;;45.809618,4.798446
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;CPT BILLET;1;;45.710468,4.85545
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;DAB;2;Externe;45.710468,4.85545
13064A;691990;ST FONS;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;URNE;1;;45.710468,4.85545
13067A;692020;STE FOY LES LYON;15 BOULEVARD BARON DU MARAIS;;;69110;STE FOY LES LYON;69202;FRANCE;DAB;1;Externe;45.735468,4.80486
13068A;692040;ST GENIS LAVAL;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;CHANGEUR MONNAIE;1;;45.697153,4.794348
13068A;692040;ST GENIS LAVAL;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;DAB;1;Interne;45.697153,4.794348
13068A;692040;ST GENIS LAVAL;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;NBC1I NABANCO IER;1;;45.697153,4.794348
13068A;692040;ST GENIS LAVAL;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;URNE;1;;45.697153,4.794348
13087A;692380;ST SYMPHORIEN SUR COISE BP;110 AVENUE DE LA LIBERATION;;;69590;ST SYMPHORIEN SUR COISE;69238;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.632997,4.45799
13092A;692440;TASSIN HORLOGE;4 A AVENUE GENERAL LECLERC;;;69160;TASSIN LA DEMI LUNE;69244;FRANCE;LISA 2;1;;45.761208,4.775486
13092A;692440;TASSIN HORLOGE;4 A AVENUE GENERAL LECLERC;;;69160;TASSIN LA DEMI LUNE;69244;FRANCE;URNE;1;;45.761208,4.775486
13096A;692480;THIZY BP;RUE CHARLES DE GAULLE;;;69240;THIZY;69248;FRANCE;URNE;1;;46.034087,4.297753
13098A;692500;LA TOUR DE SALVAGNY BP;2 RUE DE LA MAIRIE;;;69890;LA TOUR DE SALVAGNY;69250;FRANCE;NAB1I NABUCCO IER;1;;45.814661,4.716201
13101A;692560;VAULX EN VELIN PRINCIPAL;14 RUE MAURICE AUDIN;ZAC CENTRE VILLE ILOT A;;69120;VAULX EN VELIN;69256;FRANCE;CPT BILLET;1;;45.777948,4.919528
13101A;692560;VAULX EN VELIN PRINCIPAL;14 RUE MAURICE AUDIN;ZAC CENTRE VILLE ILOT A;;69120;VAULX EN VELIN;69256;FRANCE;LISA 2;1;;45.777948,4.919528
13101A;692560;VAULX EN VELIN PRINCIPAL;14 RUE MAURICE AUDIN;ZAC CENTRE VILLE ILOT A;;69120;VAULX EN VELIN;69256;FRANCE;NBC1I NABANCO IER;2;;45.777948,4.919528
13107A;692640;VILLEFRANCHE SUR SAONE REPUBLIQUE;35 ALLEE DES CORDELIERS;;;69400;VILLEFRANCHE SUR SAONE;69264;FRANCE;NAB1I NABUCCO IER;1;;45.98822,4.71634
13108A;692660;VILLEURBANNE GRATTE CIEL;29 RUE PAUL VERLAINE;;;69100;VILLEURBANNE;69266;FRANCE;DAB;3;Interne;45.767134,4.880363
13108A;692660;VILLEURBANNE GRATTE CIEL;29 RUE PAUL VERLAINE;;;69100;VILLEURBANNE;69266;FRANCE;NBC1I NABANCO IER;2;;45.767134,4.880363
13114A;692720;COMMUNAY BP;3 RUE DU MAZET;;;69360;COMMUNAY;69272;FRANCE;URNE;1;;45.607513,4.833794
13118A;692760;FEYZIN BP;8 PLACE LOUIS GRENIER;;;69320;FEYZIN;69276;FRANCE;DAB;1;Externe;45.67431,4.859496
13119A;692770;GENAS;7 PLACE DE LA REPUBLIQUE;;;69740;GENAS;69277;FRANCE;DAB;1;Externe;45.732984,4.9981
13122A;692820;MEYZIEU;18 BIS AVENUE LUCIEN BUISSON;;;69330;MEYZIEU;69282;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;45.764864,4.998237
13126A;692860;RILLIEUX LA PAPE PAL;16 RUE JACQUES PREVERT;;;69140;RILLIEUX LA PAPE;69286;FRANCE;DAB;2;Interne;45.816791,4.901674
13126A;692860;RILLIEUX LA PAPE PAL;16 RUE JACQUES PREVERT;;;69140;RILLIEUX LA PAPE;69286;FRANCE;NBC1I NABANCO IER;1;;45.816791,4.901674
13128A;692880;ST LAURENT DE MURE BP;120 AVENUE JEAN MOULIN;;;69720;ST LAURENT DE MURE;69288;FRANCE;DAB;1;Externe;45.687129,5.048624
13130A;692900;ST PRIEST HOTEL DE VILLE;6 PL DE L HOT DE VILLE C OTTINA;;;69800;ST PRIEST;69290;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;2;;45.694374,4.936415
13130A;692900;ST PRIEST HOTEL DE VILLE;6 PL DE L HOT DE VILLE C OTTINA;;;69800;ST PRIEST;69290;FRANCE;DAB;2;Interne;45.694374,4.936415
13130A;692900;ST PRIEST HOTEL DE VILLE;6 PL DE L HOT DE VILLE C OTTINA;;;69800;ST PRIEST;69290;FRANCE;NBC1I NABANCO IER;3;;45.694374,4.936415
13131A;692910;ST SYMPHORIEN D OZON;13 PARC MUNICIPAL;;;69360;ST SYMPHORIEN D OZON;69291;FRANCE;NBC1I NABANCO IER;1;;45.634861,4.855158
13131A;692910;ST SYMPHORIEN D OZON;13 PARC MUNICIPAL;;;69360;ST SYMPHORIEN D OZON;69291;FRANCE;URNE;1;;45.634861,4.855158
55168A;741320;EPAGNY BP;RUE DE LA LIBERTE;ZAC CENTRE VILLAGE;;74330;EPAGNY;74112;FRANCE;CPT BILLET;1;;45.939396,6.089662
13132A;692920;SATHONAY CAMP BP;PLACE JOSEPH THEVENOT;;;69580;SATHONAY CAMP;69292;FRANCE;DAB;1;Externe;45.826366,4.873378
55805A;923290;BAGNEUX CHATEAUBRIANT BP;32 AVENUE HENRI BARBUSSE;;;92220;BAGNEUX;92007;FRANCE;CPT BILLET;1;;48.801981,2.316686
13142A;693090;VAULX EN VELIN VILLAGE BP;45 RUE DE LA REPUBLIQUE;;;69120;VAULX EN VELIN;69256;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.786566,4.924383
55805A;923290;BAGNEUX CHATEAUBRIANT BP;32 AVENUE HENRI BARBUSSE;;;92220;BAGNEUX;92007;FRANCE;LISA 2;1;;48.801981,2.316686
55807A;281250;CHARTRES RUE DE LA VOLAILLE BP;16 RUE DE LA VOLAILLE;;;28000;CHARTRES;28085;FRANCE;NBC1I NABANCO IER;1;;48.444659,1.488066
57556A;758820;PARIS BRUNE;105 BOULEVARD BRUNE;;;75014;PARIS;75114;FRANCE;DAB;2;Externe;48.825617,2.315262
57559A;781550;VERSAILLES CLEMENCEAU;30 AVENUE DE SAINT CLOUD;LA POSTE VERSAILLES CLEMENCEAU;;78000;VERSAILLES;78646;FRANCE;URNE;1;;48.804714,2.132793
59612A;330910;BORDEAUX ATMN CARBON BLANC;52 RUE GEORGES BONNAC;;;33000;BORDEAUX;33063;FRANCE;LISA 2;2;;44.839761,-0.583696
59877A;380490;EYBENS ATM;14 RUE DE BELLEDONNE;;;38320;EYBENS;38158;FRANCE;LISA 2;2;;45.159597,5.75
60783A;590700;LILLE CENTRE D APPELS SCT;20 RUE DU BALLON;;;59800;LILLE;59350;FRANCE;NBC1I NABANCO IER;1;;50.646938,3.082329
61970A;831090;LA GARDE TOULON ATM;992 CHEMIN DES PLANTADES;QUARTIER ST MICHEL;;83130;LA GARDE;83062;FRANCE;LISA 2;2;;43.142373,6.017803
63806A;444220;NANTES DSI RESEAU LA POSTE;BOULEVARD AUGUSTE PAGEOT;;;44000;NANTES;44109;FRANCE;CMI1X COPIEUR N&B XEROX;1;;47.224176,-1.576999
65709A;923550;CHATILLON MAISON BLANCHE BP;1 ALLEE BERNARD DE JUSSIEU;;;92320;CHATILLON;92020;FRANCE;CPT BILLET;1;;48.810388,2.30058
65709A;923550;CHATILLON MAISON BLANCHE BP;1 ALLEE BERNARD DE JUSSIEU;;;92320;CHATILLON;92020;FRANCE;NBC1I NABANCO IER;1;;48.810388,2.30058
66095A;122900;RODEZ BOURRAN BP;21 AVENUE JEAN MONNET;IMMEUBLE ATHENA QUARTIER BOURRAN;;12000;RODEZ;12202;FRANCE;DAB;1;Externe;44.358464,2.557079
66108A;951450;EAUBONNE VOLTAIRE BP;1 AVENUE DE PARIS;;;95600;EAUBONNE;95203;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.993359,2.282073
66108A;951450;EAUBONNE VOLTAIRE BP;1 AVENUE DE PARIS;;;95600;EAUBONNE;95203;FRANCE;LISA 2;1;;48.993359,2.282073
66108A;951450;EAUBONNE VOLTAIRE BP;1 AVENUE DE PARIS;;;95600;EAUBONNE;95203;FRANCE;NBC1I NABANCO IER;1;;48.993359,2.282073
70178A;354680;RENNES DSI RESEAU LA POSTE;11 RUE VANEAU;;;35000;RENNES;35238;FRANCE;LISA 2;2;;48.109822,-1.692876
70178A;354680;RENNES DSI RESEAU LA POSTE;11 RUE VANEAU;;;35000;RENNES;35238;FRANCE;NAB1W NABUCCO WINCOR;1;;48.109822,-1.692876
82749A;979760;ST DENIS LA SOURCE BP;30 BIS RUE DE LA SOURCE;;;97400;ST DENIS;97411;FRANCE;DAB;1;Interne;-20.89006,55.448108
90162A;722500;LE MANS ADAST;2 BOULEVARD RENE LEVASSEUR;;;72000;LE MANS;72181;FRANCE;CMI1X COPIEUR N&B XEROX;1;;48.003669,0.197085
00001A;010040;AMBERIEU EN BUGEY;38 RUE ALEXANDRE BERARD;;;01500;AMBERIEU EN BUGEY;01004;FRANCE;CPT BILLET;1;;45.959691,5.35812
09183A;500250;AVRANCHES;42 RUE SAINT GERVAIS;;;50300;AVRANCHES;50025;FRANCE;CHANGEUR MONNAIE;1;;48.684977,-1.358675
09183A;500250;AVRANCHES;42 RUE SAINT GERVAIS;;;50300;AVRANCHES;50025;FRANCE;DAB;1;Externe;48.684977,-1.358675
09183A;500250;AVRANCHES;42 RUE SAINT GERVAIS;;;50300;AVRANCHES;50025;FRANCE;LISA 2;2;;48.684977,-1.358675
09183A;500250;AVRANCHES;42 RUE SAINT GERVAIS;;;50300;AVRANCHES;50025;FRANCE;NBC1I NABANCO IER;1;;48.684977,-1.358675
09201A;500820;BRICQUEBEC BP;PLACE GOSNON VERGER;;BRICQUEBEC;50260;BRICQUEBEC EN COTENTIN;50082;FRANCE;LISA 2;1;;49.470523,-1.635454
09206A;500990;CARENTAN;PLACE VAUBAN;;CARENTAN;50500;CARENTAN LES MARAIS;50099;FRANCE;CHANGEUR MONNAIE;1;;49.304845,-1.245252
09212A;501290;CHERBOURG PRINCIPAL;PLACE DIVETTE;;CHERBOURG;50100;CHERBOURG EN COTENTIN;50129;FRANCE;LISA 2;2;;49.638452,-1.625439
09212A;501290;CHERBOURG PRINCIPAL;PLACE DIVETTE;;CHERBOURG;50100;CHERBOURG EN COTENTIN;50129;FRANCE;NBC1I NABANCO IER;1;;49.638452,-1.625439
09222A;501650;DONVILLE LES BAINS BP;141 ROUTE DE COUTANCES;;;50350;DONVILLE LES BAINS;50165;FRANCE;LISA 2;1;;48.849609,-1.574764
09224A;501730;EQUEURDREVILLE HAINNEVILLE PAL BP;PLACE HIPPOLYTE MARS;;EQUEURDREVILLE HAINNEVILLE;50120;CHERBOURG EN COTENTIN;50129;FRANCE;DAB;1;Externe;49.648887,-1.653069
09232A;502150;GOUVILLE SUR MER BP;ROUTE DE COUTANCES;;;50560;GOUVILLE SUR MER;50215;FRANCE;CPT BILLET;1;;49.094722,-1.576451
09233A;502180;GRANVILLE;8 B COURS JONVILLE;;;50400;GRANVILLE;50218;FRANCE;DAB;1;Externe;48.838058,-1.596304
09233A;502180;GRANVILLE;8 B COURS JONVILLE;;;50400;GRANVILLE;50218;FRANCE;URNE;1;;48.838058,-1.596304
09250A;503490;MONTMARTIN SUR MER BP;PLACE DE LA POSTE;;;50590;MONTMARTIN SUR MER;50349;FRANCE;DAB;1;Externe;48.988344,-1.523876
09256A;503830;OCTEVILLE BP;PLACE ALFRED ROSSEL;;OCTEVILLE;50130;CHERBOURG EN COTENTIN;50129;FRANCE;CHANGEUR MONNAIE;1;;49.628368,-1.642378
09282A;504840;SAINT HILAIRE DU HARCOUET;61 RUE DE MORTAIN;;;50600;ST HILAIRE DU HARCOUET;50484;FRANCE;DAB;1;Externe;48.578999,-1.092765
09282A;504840;SAINT HILAIRE DU HARCOUET;61 RUE DE MORTAIN;;;50600;ST HILAIRE DU HARCOUET;50484;FRANCE;URNE;1;;48.578999,-1.092765
09289A;505020;SAINT LO R P;1 PLACE DU CHAMP DE MARS;;;50000;ST LO;50502;FRANCE;NBC1I NABANCO IER;1;;49.116847,-1.089609
09293A;505230;SAINTE MERE EGLISE BP;9 RUE DE VERDUN;;;50480;STE MERE EGLISE;50523;FRANCE;CPT BILLET;1;;49.408432,-1.318484
09294A;505320;SAINT PAIR SUR MER BP;50 RUE DE LA MAIRIE;;;50380;ST PAIR SUR MER;50532;FRANCE;CPT BILLET;1;;48.814917,-1.56927
09304A;505650;SARTILLY BP;47 GRANDE RUE;;SARTILLY;50530;SARTILLY BAIE BOCAGE;50565;FRANCE;URNE;1;;48.752718,-1.456894
09312A;506020;TOURLAVILLE;26 A RUE DU MOULIN GUILBERT;;TOURLAVILLE;50110;CHERBOURG EN COTENTIN;50129;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;49.639286,-1.579875
09312A;506020;TOURLAVILLE;26 A RUE DU MOULIN GUILBERT;;TOURLAVILLE;50110;CHERBOURG EN COTENTIN;50129;FRANCE;URNE;1;;49.639286,-1.579875
09316A;506150;VALOGNES;ALLEE DE LA POSTE;;;50700;VALOGNES;50615;FRANCE;NAB1I NABUCCO IER;1;;49.509408,-1.470965
00586A;040190;BARCELONNETTE BP;PLACE PAUL REYNAUD;;;04400;BARCELONNETTE;04019;FRANCE;DAB;1;Externe;44.387749,6.653823
09316A;506150;VALOGNES;ALLEE DE LA POSTE;;;50700;VALOGNES;50615;FRANCE;URNE;1;;49.509408,-1.470965
00606A;040700;DIGNE R P;4 RUE ANDRE HONNORAT;;;04000;DIGNE LES BAINS;04070;FRANCE;DAB;1;Externe;44.09119,6.233074
09319A;506390;VILLEDIEU LES POELES;PLACE DES COSTILS;;VILLEDIEU LES POELES;50800;VILLEDIEU LES POELES ROUFFIGNY;50639;FRANCE;DAB;1;Externe;48.836907,-1.220127
00606A;040700;DIGNE R P;4 RUE ANDRE HONNORAT;;;04000;DIGNE LES BAINS;04070;FRANCE;NBC1I NABANCO IER;1;;44.09119,6.233074
09331A;509400;GRANVILLE SAINT NICOLAS BP;RUE SAINT NICOLAS;;;50400;GRANVILLE;50218;FRANCE;CPT BILLET;1;;48.833466,-1.567806
00606A;040700;DIGNE R P;4 RUE ANDRE HONNORAT;;;04000;DIGNE LES BAINS;04070;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;44.09119,6.233074
00608A;040760;ENTREVAUX BP;PLACE LOUIS MOREAU;;;04320;ENTREVAUX;04076;FRANCE;DAB;1;Externe;43.948633,6.810596
00612A;040880;FORCALQUIER;PLACE DU BOURGUET;;;04300;FORCALQUIER;04088;FRANCE;DAB;1;Externe;43.959807,5.781052
00612A;040880;FORCALQUIER;PLACE DU BOURGUET;;;04300;FORCALQUIER;04088;FRANCE;DAB;1;Interne;43.959807,5.781052
00613A;040940;GREOUX LES BAINS BP;PLACE DES AIRES;;;04800;GREOUX LES BAINS;04094;FRANCE;CHANGEUR MONNAIE;1;;43.757425,5.883623
00614A;040960;JAUSIERS BP;3 PLACE SAINT NICOLAS DE MYRE;;;04850;JAUSIERS;04096;FRANCE;CPT BILLET;1;;44.391312,6.790693
09332A;509410;OCTEVILLE LES PROVINCES BP;RUE DE L ILE DE FRANCE;;OCTEVILLE;50130;CHERBOURG EN COTENTIN;50129;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;49.627496,-1.633495
00622A;041120;MANOSQUE;RUE DE LA REINE JEANNE;;;04100;MANOSQUE;04112;FRANCE;DAB;1;Externe;43.83227,5.785614
00623A;041160;LES MEES BP;RUE DE L ANCIEN HOPITAL;;;04190;LES MEES;04116;FRANCE;NBC1I NABANCO IER;1;;44.029791,5.97624
00653A;041970;SAINTE TULLE BP;ESPLANADE MAX TROUCHE;;;04220;STE TULLE;04197;FRANCE;CPT BILLET;1;;43.786685,5.766559
00656A;042050;SEYNE LES ALPES BP;PLACE D ARMES;;;04140;SEYNE LES ALPES;04205;FRANCE;URNE;1;;44.352328,6.356647
00658A;042090;SISTERON;11 AVENUE PAUL ARENE;;;04200;SISTERON;04209;FRANCE;CHANGEUR MONNAIE;1;;44.195479,5.942725
00658A;042090;SISTERON;11 AVENUE PAUL ARENE;;;04200;SISTERON;04209;FRANCE;CPT BILLET;1;;44.195479,5.942725
00658A;042090;SISTERON;11 AVENUE PAUL ARENE;;;04200;SISTERON;04209;FRANCE;DAB;1;Externe;44.195479,5.942725
00658A;042090;SISTERON;11 AVENUE PAUL ARENE;;;04200;SISTERON;04209;FRANCE;LISA 2;1;;44.195479,5.942725
00679A;050060;L ARGENTIERE LA BESSEE BP;13 RUE DE LA REPUBLIQUE;;;05120;L ARGENTIERE LA BESSEE;05006;FRANCE;URNE;1;;44.795001,6.559359
09358A;511080;CHALONS EN CHAMPAGNE CATHEDRALE;94 RUE DE LA MARNE;;;51000;CHALONS EN CHAMPAGNE;51108;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;48.955638,4.357124
00681A;050100;ASPRES SUR BUECH BP;AVENUE DE LA GARE;;;05140;ASPRES SUR BUECH;05010;FRANCE;CPT BILLET;1;;44.522426,5.750859
00693A;050400;CHORGES BP;RUE DES ECOLES;;;05230;CHORGES;05040;FRANCE;CPT BILLET;1;;44.544776,6.277031
00693A;050400;CHORGES BP;RUE DES ECOLES;;;05230;CHORGES;05040;FRANCE;URNE;1;;44.544776,6.277031
00700A;050610;GAP R P;18 RUE CARNOT;;;05000;GAP;05061;FRANCE;NBC1I NABANCO IER;1;;44.558381,6.080298
00700A;050610;GAP R P;18 RUE CARNOT;;;05000;GAP;05061;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;44.558381,6.080298
09412A;513880;MOURMELON LE GRAND BP;8 RUE PAUL BOILLEAU;;;51400;MOURMELON LE GRAND;51388;FRANCE;URNE;1;;49.139021,4.36679
00725A;051320;SAINT BONNET EN CHAMPSAUR BP;3 PLACE LESDIGUIERES;;;05500;ST BONNET EN CHAMPSAUR;05132;FRANCE;CPT BILLET;1;;44.68321,6.07404
00725A;051320;SAINT BONNET EN CHAMPSAUR BP;3 PLACE LESDIGUIERES;;;05500;ST BONNET EN CHAMPSAUR;05132;FRANCE;URNE;1;;44.68321,6.07404
00733A;051450;SAINT JEAN ST NICOLAS BP;PLACE DE LA POSTE;;LE PONT DU FOSSE;05260;ST JEAN ST NICOLAS;05145;FRANCE;CPT BILLET;1;;44.667387,6.227979
09433A;515060;SAINT MEMMIE BP;36 AVENUE JACQUES SIMON;;;51470;ST MEMMIE;51506;FRANCE;URNE;1;;48.95384,4.379192
00753A;059200;BRIANCON SAINTE CATHERINE;4 AVENUE DU 159E RIA;LE VAL CHANCEL;;05100;BRIANCON;05023;FRANCE;CHANGEUR MONNAIE;1;;44.897313,6.634362
00753A;059200;BRIANCON SAINTE CATHERINE;4 AVENUE DU 159E RIA;LE VAL CHANCEL;;05100;BRIANCON;05023;FRANCE;NBC1I NABANCO IER;1;;44.897313,6.634362
09434A;515070;SAINTE MENEHOULD;11 PLACE DU GENERAL LECLERC;;;51800;STE MENEHOULD;51507;FRANCE;DAB;1;Externe;49.092549,4.897531
00765A;060010;ANTIBES JUAN LES PINS EXFLORA BP;33 AVENUE DE CANNES;LE LAUVERT;;06160;JUAN LES PINS;06004;FRANCE;URNE;1;;43.572006,7.09879
09434A;515070;SAINTE MENEHOULD;11 PLACE DU GENERAL LECLERC;;;51800;STE MENEHOULD;51507;FRANCE;NBC1I NABANCO IER;1;;49.092549,4.897531
